TERM,SUBJECT,NBR,COURSE NAME,SECTION,PROF,TOTAL,A+,A,A-,B+,B,B-,C+,C,P,C-,D,NC,F,W,INC/NA,AVG GPA,,
Spring 2021,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,1,"JOLLEY, D",14,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,3.914285714,,
Spring 2021,MUSIC,283,Art of Keyboard Accompaniment,1,"KIM, Y",10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,MUSIC,283,Art of Keyboard Accompaniment,1,"ROBBINS, G",10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,MUSIC,314,Recording Studio Fundamentals,1,"CALANDRA, P",10,0,4,2,0,0,0,1,0,0,0,0,0,0,1,2,3.671428571,,
Spring 2021,MUSIC,315,Audio and MIDI Sequencing I,1,"CALANDRA, P",11,0,5,2,0,0,0,0,0,0,0,0,0,0,0,4,3.914285714,,
Spring 2021,MUSIC,369,Student Teaching in Music,1,"DAVIS, S",12,1,4,2,2,2,0,0,0,0,0,0,0,0,1,0,3.636363636,,
Spring 2021,MUSIC,373,Model Compos & Score Reading,1,"DOYLE, D",11,0,4,0,1,0,2,0,1,0,0,1,0,1,0,1,3.077777778,,
Spring 2021,MUSIC,374,20 C Techniques 1,1,"SAYLOR, B",15,1,10,0,2,2,0,0,0,0,0,0,0,0,0,0,3.773333333,,
Spring 2021,MUSIC,377,Musical Form and Analysis,1,"ANSON-CARTWRIGHT, M",19,3,4,1,4,3,2,0,0,0,1,0,0,0,0,1,3.388888889,,
Spring 2021,MUSIC,641,Teaching of Instrumental Music,1,"DAVIS, S",12,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3.925,,
Spring 2021,MUSIC,642,Teaching of Choral Music,1,"RUBINSTEIN, E",16,2,11,2,0,0,0,0,0,0,0,0,0,0,1,0,3.96,,
Spring 2021,MUSIC,644,Student Teaching in Music,1,"DAVIS, S",11,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,3.745454545,,
Spring 2021,MUSIC,660,General Music in the Secondary,1,"DAVIS, E",13,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
Spring 2021,MUSIC,688,Seminar Research Music Educ,1,"SMITH, J",20,4,7,5,0,1,0,0,0,0,0,0,0,0,0,3,3.852941176,,
Spring 2021,MUSIC,689,Topics In Music Education,01R,"CALHOUN, I",13,2,8,0,1,1,1,0,0,0,0,0,0,0,0,0,3.769230769,,
Spring 2021,MUSIC,773,Topics in the History of Music,1,"BANERJEE, N",11,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,3.854545455,,
Spring 2021,MUSIC,779,Musical Analysis for Performer,1,"SCHOBER, D",10,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9,,
Spring 2021,MUSIC,1561,Queens College Choral Society,1,"JOHN, J",41,10,24,1,0,0,0,0,0,0,0,0,0,0,6,0,3.991428571,,
Spring 2021,MUSIC,2551,Chamber Mus or Small Ensemble,1,"RITT, M",23,1,19,0,0,1,0,0,0,0,0,1,0,0,1,0,3.818181818,,
Spring 2021,MUSIC,2571,Ensemble Related Instruments,1,"JOLLEY, D",18,0,12,5,0,0,1,0,0,0,0,0,0,0,0,0,3.844444444,,
Spring 2021,MUSIC,2581,Concert Choir,1,"RUBINSTEIN, E",20,10,7,2,0,0,0,1,0,0,0,0,0,0,0,0,3.885,,
Spring 2021,MUSIC,2591,Orchestra,1,"DIPONIO, J",77,0,74,0,2,1,0,0,0,0,0,0,0,0,0,0,3.968831169,,
Spring 2021,MUSIC,2591,Orchestra,1,"POWELL, M",77,0,74,0,2,1,0,0,0,0,0,0,0,0,0,0,3.968831169,,
Spring 2021,MUSIC,3561,Vocal Ensemble,1,"JOHN, J",17,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,MUSIC,3911,Special Problems,8,"HUBER, F",10,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,3.8,,
Spring 2021,MUSIC,247W,Music History II,01R,"WEINFIELD, E",33,8,1,10,6,3,0,0,2,0,0,1,0,2,0,0,3.44516129,,
Spring 2021,MUSIC,346W,Music History III: 1800-1890,1,"AHN, D",13,2,5,3,0,1,1,0,0,0,0,1,0,0,0,0,3.523076923,,
Spring 2021,MUSIC,347W,Music Hist IV,1,"ORENSTEIN, A",15,0,4,1,4,1,1,1,2,0,1,0,0,0,0,0,3.106666667,,
Spring 2021,PERM,4990,Non-CUNY Permit,1,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,
Spring 2021,PERM,4993,Permit To CUNY Coll,CITY,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,,
Spring 2021,PERM,4993,Permit To CUNY Coll,HUNT,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,
Spring 2021,PERM,4994,Permit to CUNY College,QBCC,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,0,,
Spring 2021,PERM,4995,Permit To Cuny Coll,YORK,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,,
Spring 2021,PERM,7993,Permit To Cuny College,GRAD,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,
Spring 2021,PHIL,101,Introduction to Philosophy,10,"POLISH, J",30,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
Spring 2021,PHIL,101,Introduction to Philosophy,7,"NG, S",30,1,8,12,7,0,0,0,0,0,0,0,0,0,2,0,3.696428571,,
Spring 2021,PHIL,101,Introduction to Philosophy,2,"DONATO, A",30,2,14,4,5,0,1,0,0,0,1,0,0,0,0,3,3.692592593,,
Spring 2021,PHIL,101,Introduction to Philosophy,8,"TWOMEY, R",30,4,11,4,2,3,2,0,0,1,0,2,0,0,1,0,3.492857143,,
Spring 2021,PHIL,101,Introduction to Philosophy,9,"KANE, J",30,8,5,3,1,1,0,0,0,0,2,0,1,2,7,0,3.466666667,,
Spring 2021,PHIL,101,Introduction to Philosophy,6,"PAPIGIOTIS, A",30,3,5,2,1,3,2,0,0,0,1,0,0,0,6,7,3.458823529,,
Spring 2021,PHIL,101,Introduction to Philosophy,1R,"DONATO, A",30,1,4,8,1,2,2,2,0,0,0,0,0,0,2,8,3.445,,
Spring 2021,PHIL,101,Introduction to Philosophy,3,"TAHA, W",30,0,3,0,2,5,0,10,1,0,0,0,0,0,5,4,2.79047619,,
Spring 2021,PHIL,101,Introduction to Philosophy,4,"TAHA, W",30,2,0,0,0,3,1,9,0,0,5,0,0,0,3,7,2.445,,
Spring 2021,PHIL,104,Introduction to Ethics,1R,"OSTLING, J",30,12,13,1,0,0,0,0,0,0,0,0,0,0,1,3,3.988461538,,
Spring 2021,PHIL,104,Introduction to Ethics,2,"OSTLING, J",30,11,12,3,1,1,0,0,0,0,0,0,0,0,2,0,3.907142857,,
Spring 2021,PHIL,104,Introduction to Ethics,4,"PUGLISI, M",30,0,9,3,2,1,0,0,0,0,0,0,0,0,10,5,3.78,,
Spring 2021,PHIL,104,Introduction to Ethics,3,"DOUKHAN, A",30,0,14,6,4,1,1,0,0,0,0,0,0,0,3,1,3.734615385,,
Spring 2021,PHIL,109,Modern Logic,1,"CORDERO, A",13,2,3,1,1,0,0,0,0,0,0,0,0,2,4,0,3.857142857,,
Spring 2021,PHIL,109,Modern Logic,3,"FRIEDLAND, L",17,4,1,3,2,1,1,0,0,0,0,2,0,1,2,0,3.242857143,,
Spring 2021,PHIL,109,Modern Logic,2,"CORDERO, A",19,1,1,1,0,1,0,0,1,0,1,1,1,2,9,0,2.425,,
Spring 2021,PHIL,116,Intro Philo Religion,1,"POLISH, J",26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,PHIL,116,Intro Philo Religion,3,"POLISH, J",30,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
Spring 2021,PHIL,116,Intro Philo Religion,2,"DOUKHAN, A",30,0,10,4,1,3,0,1,1,0,0,0,0,0,3,7,3.57,,
Spring 2021,PHIL,125,Philosophy of the Environment,1,"ZYGLEWICZ, T",30,10,7,3,1,2,2,0,0,0,1,1,0,0,3,0,3.574074074,,
Spring 2021,PHIL,140,History of Ancient Philosophy,1,"SALAZAR, M",16,3,5,3,0,0,1,0,0,0,0,0,0,0,3,1,3.816666667,,
Spring 2021,PHIL,141,History of Medieval Philosophy,1,"DONATO, A",23,3,8,1,2,1,0,1,0,1,0,0,0,0,3,3,3.725,,
Spring 2021,PHIL,143,Modern Philosophy 1,1,"MICELI, S",23,0,4,3,6,1,1,1,0,0,0,0,0,2,3,2,3.43125,,
Spring 2021,PHIL,150,Philosophy & Feminism,1,"KISILEVSKY, S",16,0,1,2,0,3,1,0,2,0,0,3,0,1,1,2,2.508333333,,
Spring 2021,PHIL,160,Business Ethics,5,"PUGLISI, M",29,1,15,3,1,0,0,0,0,0,0,0,0,0,8,1,3.92,,
Spring 2021,PHIL,160,Business Ethics,3,"PUGLISI, M",31,1,9,0,3,2,0,0,1,0,0,0,0,0,10,5,3.61875,,
Spring 2021,PHIL,160,Business Ethics,2,"LEVENTHAL, D",30,1,6,3,3,4,1,2,2,1,1,1,0,4,1,0,3.125,,
Spring 2021,PHIL,160,Business Ethics,4,"KISILEVSKY, S",30,1,3,3,7,7,0,0,2,0,1,1,1,1,2,1,2.996153846,,
Spring 2021,PHIL,160,Business Ethics,1,"LEVENTHAL, D",30,0,4,4,2,4,4,2,4,0,3,1,0,1,1,0,2.817857143,,
Spring 2021,PHIL,225,Phil of Natural Sciences,1,"CORDERO, A",10,0,1,0,1,1,2,1,0,0,1,1,0,1,1,0,2.5875,,
Spring 2021,PHIL,250,Plato and the Bible,1,"DOUKHAN, A",20,0,10,1,0,3,0,0,0,0,1,0,0,0,2,3,3.626666667,,
Spring 2021,PHIL,270,Major Philosophical Thinkers,1,"BENTLEY, A",14,0,6,2,3,0,0,0,0,0,0,2,0,0,0,1,3.330769231,,
Spring 2021,PHIL,272,Problems in Philosophy,1,"TWOMEY, R",11,1,1,1,1,1,0,0,0,0,0,0,0,0,4,2,3.6,,
Spring 2021,PHIL,104H,Introduction to Ethics,1,"MICELI, S",27,0,8,5,5,5,0,0,0,0,0,0,0,0,2,2,3.565217391,,
Spring 2021,PHOTO,165,Digital Photography I,3,"MESA-PELLY, D",23,4,12,3,0,0,1,1,0,0,0,0,0,0,2,0,3.814285714,,
Spring 2021,PHOTO,165,Digital Photography I,6,"GRECO, M",29,6,7,3,2,4,0,0,2,1,1,0,0,1,0,2,3.496,,
Spring 2021,PHOTO,165,Digital Photography I,1,"DODSON, L",23,0,6,5,1,2,2,0,0,0,2,0,0,0,5,0,3.366666667,,
Spring 2021,PHOTO,165,Digital Photography I,2,"DODSON, L",22,0,4,3,2,1,3,0,3,1,1,0,0,0,4,0,3.088235294,,
Spring 2021,PHOTO,176,Darkroom Photography I,01R,"GONZALEZ, A",12,0,5,1,4,1,0,0,0,0,0,0,0,0,1,0,3.627272727,,
Spring 2021,PHOTO,176,Darkroom Photography I,03R,"GRECO, M",16,4,6,1,0,1,1,0,0,0,0,2,0,0,1,0,3.426666667,,
Spring 2021,PHOTO,225,VT: Digital Photography II,2,"GRECO, M",16,3,4,3,1,1,3,0,0,0,0,0,0,0,1,0,3.566666667,,
Spring 2021,PHOTO,276,VT: Darkroom Photography II,1,"HARRIS, S",10,2,3,2,1,1,0,0,0,0,0,0,0,0,1,0,3.744444444,,
Spring 2021,PHYS,3,Physics of Musical Sound,1,"GLASS, P",61,4,4,7,12,8,5,1,1,2,1,2,0,3,10,1,3.177777778,,
Spring 2021,PHYS,11,Conceptual Physics Laboratory,4,"KONARSKI, I",28,23,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3.988461538,,
Spring 2021,PHYS,11,Conceptual Physics Laboratory,2,"FEINSTEIN, M",25,0,22,1,0,0,0,0,0,0,0,0,0,0,0,2,3.986956522,,
Spring 2021,PHYS,11,Conceptual Physics Laboratory,5,"KONARSKI, I",25,22,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.986956522,,
Spring 2021,PHYS,11,Conceptual Physics Laboratory,3,"GANGJI, A",28,24,0,1,0,2,0,0,0,0,0,0,0,0,0,1,3.914814815,,
Spring 2021,PHYS,11,Conceptual Physics Laboratory,1,"DEYCH, D",26,18,1,1,1,2,1,0,0,0,0,0,0,2,0,0,3.820833333,,
Spring 2021,PHYS,14,Conceptual  Physics  Lec,1,"GANGJI, A",134,49,27,20,21,9,0,0,0,0,0,0,0,0,2,6,3.764285714,,
Spring 2021,PHYS,14,Conceptual  Physics  Lec,1,"KONARSKI, I",134,49,27,20,21,9,0,0,0,0,0,0,0,0,2,6,3.764285714,,
Spring 2021,PHYS,14,Conceptual  Physics  Lec,1,"TAKEI, S",134,49,27,20,21,9,0,0,0,0,0,0,0,0,2,6,3.764285714,,
Spring 2021,PHYS,204,Physics for Computer Science 2,1,"DEYCH, D",15,7,5,0,0,0,0,0,0,0,0,1,0,0,2,0,3.769230769,,
Spring 2021,PHYS,204,Physics for Computer Science 2,1,"LIEBOVITCH, L",15,7,5,0,0,0,0,0,0,0,0,1,0,0,2,0,3.769230769,,
Spring 2021,PHYS,204,Physics for Computer Science 2,LAB1,"DEYCH, D",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,,
Spring 2021,PHYS,227,Phys Princ Telecomm,1,"SCHWARZ, S",12,0,2,3,3,0,1,0,0,0,1,0,0,0,2,0,3.34,,
Spring 2021,PHYS,233,Inter Methods Math Phys,1,"LISYANSKY, A",12,2,1,0,3,1,1,1,1,0,0,1,0,0,1,0,2.990909091,,
Spring 2021,PHYS,234,Inter Methods Math Physics,1,"LISYANSKY, A",12,3,1,2,2,0,1,0,2,0,1,0,0,0,0,0,3.2,,
Spring 2021,PHYS,235,Classical Physics Laboratory I,1,"BENSEMAN, T",17,4,2,3,2,2,1,0,0,0,0,0,0,0,3,0,3.6,,
Spring 2021,PHYS,237,Mechanics,1,"DEYCH, L",21,8,2,1,1,1,2,1,1,0,0,1,0,1,1,1,3.372222222,,
Spring 2021,PHYS,260,Introduction to Modern Physics,1,"MUROKH, L",10,2,4,1,1,0,1,0,0,0,0,0,0,0,1,0,3.744444444,,
Spring 2021,PHYS,311,Electromagnetism II,1,"MUROKH, L",10,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,3.64,,
Spring 2021,PHYS,1211,General Physics I Laboratory,3,"HUANG, Y",28,6,9,7,2,2,1,0,1,0,0,0,0,0,0,0,3.685714286,,
Spring 2021,PHYS,1211,General Physics I Laboratory,5,"HUANG, Y",30,0,15,3,4,2,1,0,1,0,0,0,0,0,3,1,3.653846154,,
Spring 2021,PHYS,1211,General Physics I Laboratory,4,"FEINSTEIN, M",28,6,4,4,10,1,0,0,0,0,0,0,0,0,3,0,3.632,,
Spring 2021,PHYS,1211,General Physics I Laboratory,1,"ELGHAZOLY, S",30,0,9,10,0,6,1,2,0,0,0,0,0,1,1,0,3.510714286,,
Spring 2021,PHYS,1211,General Physics I Laboratory,2,"ELGHAZOLY, S",28,0,5,9,3,3,2,0,0,0,1,0,0,0,5,0,3.447826087,,
Spring 2021,PHYS,1214,General Physics I,1,"LIEBOVITCH, L",92,13,25,9,14,9,2,1,2,0,2,5,1,3,6,0,3.356626506,,
Spring 2021,PHYS,1214,General Physics I,1,"SHUVAYEV, V",92,13,25,9,14,9,2,1,2,0,2,5,1,3,6,0,3.356626506,,
Spring 2021,PHYS,1214,General Physics I,4,"CIVILETTI, M",57,8,12,7,2,7,6,3,5,0,2,0,0,2,2,1,3.269230769,,
Spring 2021,PHYS,1214,General Physics I,4,"KONARSKI, I",57,8,12,7,2,7,6,3,5,0,2,0,0,2,2,1,3.269230769,,
Spring 2021,PHYS,1221,General Physics II Laboratory,1,"MACDONALD, W",24,8,6,2,6,0,0,1,0,0,0,0,0,0,1,0,3.717391304,,
Spring 2021,PHYS,1221,General Physics II Laboratory,2,"AFTERGOOD, J",24,2,4,11,2,0,0,3,0,0,0,0,0,1,1,0,3.554545455,,
Spring 2021,PHYS,1221,General Physics II Laboratory,4,"HONARI-LATIFPOUR, M",25,1,11,3,3,1,4,0,0,0,0,1,0,0,1,0,3.491666667,,
Spring 2021,PHYS,1221,General Physics II Laboratory,3,"HONARI-LATIFPOUR, M",24,5,3,3,3,2,2,0,3,0,0,0,1,1,1,0,3.2,,
Spring 2021,PHYS,1224,General Physics II,1,"AFTERGOOD, J",97,47,27,11,1,4,1,0,0,0,0,3,0,0,3,0,3.805319149,,
Spring 2021,PHYS,1224,General Physics II,1,"MIRI, M",97,47,27,11,1,4,1,0,0,0,0,3,0,0,3,0,3.805319149,,
Spring 2021,PHYS,1224,General Physics II,1,"TAKEI, S",97,47,27,11,1,4,1,0,0,0,0,3,0,0,3,0,3.805319149,,
Spring 2021,PHYS,1451,Principles of Physics I Lab,1,"DEYCH, D",24,4,1,0,3,2,1,0,0,0,0,1,0,3,8,1,3.3,,
Spring 2021,PHYS,1451,Principles of Physics I Lab,3,"YELNYKOV, O",23,2,3,2,0,2,0,1,0,0,0,2,0,0,11,0,3.141666667,,
Spring 2021,PHYS,1454,Principles of Physics I,1,"GOLDBERG, D",40,0,5,3,2,3,0,0,6,1,0,2,0,1,16,1,2.89047619,,
Spring 2021,PHYS,1454,Principles of Physics I,2,"GOLDBERG, D",19,1,1,1,0,2,0,0,2,0,1,1,0,2,8,0,2.711111111,,
Spring 2021,PHYS,1454,Principles of Physics I,2,"SHUVAYEV, V",19,1,1,1,0,2,0,0,2,0,1,1,0,2,8,0,2.711111111,,
Spring 2021,PHYS,1461,Princ of Physics II Lab,2,"DING, J",16,0,11,2,2,0,0,0,0,0,0,0,0,0,0,1,3.866666667,,
Spring 2021,PHYS,1461,Princ of Physics II Lab,1,"DING, J",21,0,10,3,3,1,0,0,0,0,0,0,0,0,2,2,3.764705882,,
Spring 2021,PHYS,1464,Principles of Physics II,1,"SHUVAYEV, V",39,3,3,5,4,6,1,5,7,0,0,1,0,2,1,1,2.94,,
Spring 2021,PHYS,1464,Principles of Physics II,1,"STEINER, R",39,3,3,5,4,6,1,5,7,0,0,1,0,2,1,1,2.94,,
Spring 2021,PORT,41,Global Port Lit in Translation,1,"CASTRO MCGOWAN, R",23,5,3,2,0,2,2,0,2,0,0,2,0,2,3,0,3.155555556,,
Spring 2021,PORT,111,Elementary Portuguese I,2,"SCHWARTZ, T",30,11,7,1,2,0,1,0,2,0,0,1,0,3,2,0,3.6,,
Spring 2021,PORT,111,Elementary Portuguese I,1,"KELLER, I",29,0,5,8,4,3,1,1,1,0,0,1,0,2,3,0,3.325,,
Spring 2021,PORT,111,Elementary Portuguese I,3,"KELLER, I",30,2,5,3,4,4,4,1,1,2,0,0,0,1,3,0,3.308333333,,
Spring 2021,PSCI,100,Amer Politics/Govt,3,"REYNOLDS, N",19,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
Spring 2021,PSCI,100,Amer Politics/Govt,2,"KRASNER, M",45,4,2,10,12,4,0,2,0,0,0,0,0,0,6,5,3.447058824,,
Spring 2021,PSCI,100,Amer Politics/Govt,5,"HACKER, A",21,1,0,7,3,2,2,1,0,0,0,1,1,0,2,1,3.027777778,,
Spring 2021,PSCI,100,Amer Politics/Govt,9SK,"AGBEYEGBE, O",16,4,1,1,0,0,3,2,0,0,0,2,0,0,3,0,2.953846154,,
Spring 2021,PSCI,100,Amer Politics/Govt,1,"O'NEILL, J",43,1,2,3,5,4,7,8,2,0,0,0,0,0,8,3,2.903125,,
Spring 2021,PSCI,100,Amer Politics/Govt,7,"HUANG, B",24,0,1,1,5,5,7,2,0,0,0,1,0,1,1,0,2.895454545,,
Spring 2021,PSCI,100,Amer Politics/Govt,4,"REICHL, A",45,0,1,10,7,4,5,7,0,1,0,4,0,0,6,0,2.886842105,,
Spring 2021,PSCI,101,Intro To Political Science,8SK,"CELESTIN, R",18,0,11,0,0,3,0,0,0,0,0,2,0,1,1,0,3.4375,,
Spring 2021,PSCI,101,Intro To Political Science,6,"O'NEILL, J",28,0,4,4,7,6,1,0,0,0,0,0,0,0,2,4,3.390909091,,
Spring 2021,PSCI,101,Intro To Political Science,5,"CROWN, T",45,8,10,2,3,4,0,1,4,0,0,4,0,4,5,0,3.211111111,,
Spring 2021,PSCI,101,Intro To Political Science,3,"KABIR, H",45,3,5,7,2,7,3,1,2,0,2,3,2,5,3,0,2.872972973,,
Spring 2021,PSCI,101,Intro To Political Science,4,"KABIR, M",19,0,1,5,2,1,0,1,3,0,1,0,1,0,4,0,2.806666667,,
Spring 2021,PSCI,101,Intro To Political Science,1,"BOWMAN, J",29,0,4,4,3,1,1,1,6,0,0,2,1,4,2,0,2.726086957,,
Spring 2021,PSCI,102,Political Controversies,1,"OHARA, J",42,1,5,3,3,6,3,8,3,0,1,0,0,0,8,1,2.945454545,,
Spring 2021,PSCI,102,Political Controversies,2,"BOWMAN, J",46,0,6,3,0,6,7,2,4,0,4,5,0,6,3,0,2.605405405,,
Spring 2021,PSCI,103,Comparative Politics,2,"KABIR, H",44,4,16,6,4,3,0,0,0,0,2,0,0,4,5,0,3.651428571,,
Spring 2021,PSCI,103,Comparative Politics,1,"GOSALA, R",27,0,10,2,5,0,0,0,0,0,0,1,0,3,6,0,3.605555556,,
Spring 2021,PSCI,103,Comparative Politics,3,"PETALUDIS, N",46,3,6,0,8,4,4,4,0,6,1,3,0,4,2,1,3.003030303,,
Spring 2021,PSCI,104,International Politics,2,"GOSALA, R",18,0,8,2,2,0,0,0,0,0,0,1,0,0,4,1,3.615384615,,
Spring 2021,PSCI,104,International Politics,3,"FLAMHAFT, Z",43,0,12,11,7,3,1,0,0,0,1,0,0,0,7,1,3.577142857,,
Spring 2021,PSCI,104,International Politics,1,"CUCCHIARA, A",24,3,4,3,3,2,0,3,1,0,0,1,1,1,2,0,3.09047619,,
Spring 2021,PSCI,104,International Politics,5,"PETALUDIS, N",43,1,8,1,3,7,1,3,9,0,0,1,0,4,2,3,2.917647059,,
Spring 2021,PSCI,104,International Politics,4,"KABIR, M",20,0,2,1,3,2,3,1,1,1,2,0,1,1,1,1,2.7125,,
Spring 2021,PSCI,105,Political Theory,1,"MAUTARELLI, M",44,14,20,3,0,0,0,0,0,0,0,0,1,0,2,4,3.871052632,,
Spring 2021,PSCI,200,Research Skills in Pol Sci,3,"ZABUN, O",35,3,17,3,2,0,0,0,1,0,0,0,0,0,9,0,3.834615385,,
Spring 2021,PSCI,200,Research Skills in Pol Sci,1,"ZABUN, O",26,4,14,2,0,2,0,0,1,0,0,0,0,0,3,0,3.8,,
Spring 2021,PSCI,200,Research Skills in Pol Sci,2,"ROLLINS, J",36,0,7,4,3,7,0,1,2,0,1,1,0,1,9,0,3.180769231,,
Spring 2021,PSCI,210,Amer State/Local Gov'T,1,"PIERRE-LOUIS, F",25,0,4,0,4,3,7,3,1,1,0,1,0,0,1,0,2.913043478,,
Spring 2021,PSCI,211,Urban Politics,1,"REICHL, A",33,1,3,1,6,6,2,1,2,0,1,2,0,0,5,3,2.916,,
Spring 2021,PSCI,212,The American Presidency,1,"BONOMO, C",45,10,4,6,3,3,2,5,0,2,2,2,0,1,3,2,3.227027027,,
Spring 2021,PSCI,213,Amer Legis Process,1,"PEREZ, V",43,26,4,3,2,0,0,0,0,0,1,0,0,5,2,0,3.872222222,,
Spring 2021,PSCI,220,Politics and the Media,1,"KRASNER, M",44,3,12,7,2,3,4,0,2,0,1,1,0,0,4,5,3.4,,
Spring 2021,PSCI,222,Power in America,1,"BONOMO, C",46,8,9,7,7,4,2,2,0,0,1,0,0,2,4,0,3.5175,,
Spring 2021,PSCI,226,Capitalism and Democracy,1,"KABIR, H",21,1,3,3,1,4,0,1,3,0,1,0,0,1,3,0,3.082352941,,
Spring 2021,PSCI,231,Political Culture & Political,1,"PEREZ, V",50,37,6,4,0,0,0,0,0,0,0,0,0,0,3,0,3.974468085,,
Spring 2021,PSCI,239,Politics of Latin America,1,"ALVES, J",37,2,8,4,6,6,5,2,0,0,2,0,0,0,2,0,3.26,,
Spring 2021,PSCI,241,Pol Ethnic Cleansing&Genocide,1,"GEORGE, J",25,0,3,6,3,2,1,0,1,0,0,1,0,0,5,3,3.282352941,,
Spring 2021,PSCI,242,Pol Of Welfare State,1,"BOWMAN, J",16,2,2,0,2,2,0,1,3,0,0,1,0,1,0,2,2.915384615,,
Spring 2021,PSCI,246,Soc Movmnts & Political Power,1,"CUCCHIARA, A",15,2,4,2,1,1,1,1,0,0,0,3,0,0,0,0,3.046666667,,
Spring 2021,PSCI,251,International Organization,1,"CUCCHIARA, A",18,2,1,4,0,4,0,0,1,0,0,0,0,2,4,0,3.4,,
Spring 2021,PSCI,254,Politics International Economy,1,"KABIR, M",28,0,4,2,5,5,4,0,3,1,0,0,0,0,1,3,3.117391304,,
Spring 2021,PSCI,260,Middle East in World Politics,1,"FLAMHAFT, Z",42,0,22,4,7,3,2,0,0,0,0,0,0,0,3,1,3.692105263,,
Spring 2021,PSCI,263,Politics of Terrorism,1,"PETALUDIS, N",19,1,3,1,1,3,0,3,3,0,0,0,0,0,2,2,2.993333333,,
Spring 2021,PSCI,280,The Judicial Process,1,"HUANG, B",22,0,0,0,6,7,2,2,0,1,1,1,0,1,1,0,2.815789474,,
Spring 2021,PSCI,282,Constitutional Law II,1,"BONOMO, C",27,5,4,3,1,1,1,1,5,0,2,0,0,0,4,0,3.12173913,,
Spring 2021,PSCI,284,Justice and Law,1,"ROLLINS, J",40,3,8,12,8,3,1,1,2,0,0,0,0,0,2,0,3.494736842,,
Spring 2021,PSCI,297,Model United Nations,1,"PIERRE-LOUIS, F",12,0,2,3,4,1,0,0,0,0,0,0,0,0,2,0,3.53,,
Spring 2021,PSCI,381W,Seminar in American Politics,1,"PIERRE-LOUIS, F",13,0,1,1,3,4,2,0,0,0,0,0,0,0,0,2,3.181818182,,
Spring 2021,PSCI,382W,Seminar in Law and Politics,2,"ROLLINS, J",15,0,5,3,3,1,1,0,0,1,0,0,0,0,0,1,3.592307692,,
Spring 2021,PSCI,382W,Seminar in Law and Politics,1,"KIMERLING, J",10,1,1,2,0,4,0,0,0,0,0,0,0,0,1,1,3.425,,
Spring 2021,PSCI,383W,VT: Seminar Comp Politics,1,"ALVES, J",15,5,2,2,1,0,0,1,1,0,0,0,0,0,3,0,3.583333333,,
Spring 2021,PSCI,384W,Vt:Sem Intl Politics,1,"FLAMHAFT, Z",15,1,6,3,1,2,0,0,0,0,0,0,0,0,1,1,3.723076923,,
Spring 2021,PSCI,384W,Vt:Sem Intl Politics,2,"KABIR, M",10,0,3,1,1,0,1,0,1,0,0,0,0,0,1,2,3.385714286,,
Spring 2021,PSYCH,101,General Psychology,4,"RANALDI, R",86,22,35,12,6,1,3,0,0,0,0,0,0,2,2,3,3.839240506,,
Spring 2021,PSYCH,101,General Psychology,CN-1,"NEWMAN, K",34,6,14,7,3,2,0,0,0,0,0,0,0,0,2,0,3.80625,,
Spring 2021,PSYCH,101,General Psychology,5,"KANG, S",86,27,23,13,6,7,2,1,1,0,1,1,1,0,3,0,3.630120482,,
Spring 2021,PSYCH,101,General Psychology,2,"CAVIASCO, A",89,12,29,13,11,11,5,0,2,0,0,1,0,2,2,1,3.570238095,,
Spring 2021,PSYCH,101,General Psychology,1,"MCHUGH, S",87,3,18,26,19,11,5,2,0,0,0,1,0,1,1,0,3.470588235,,
Spring 2021,PSYCH,101,General Psychology,CN-2,"BUTHMANN, J",33,7,9,2,5,1,2,3,1,1,0,1,0,0,1,0,3.425806452,,
Spring 2021,PSYCH,101,General Psychology,6,"KENNEDY, S",85,8,17,20,10,5,10,1,1,0,2,2,1,1,3,4,3.35974026,,
